orgunit,title,pub_type,date_issued,authors,doi,publisher,abstract_en,abstract_de,pdf_paths,pdf_count
E192,HyperBench: {A} Benchmark and Tool for Hypergraphs and Empirical Findings,Inproceedings,2019,"Fischl, Wolfgang,Gottlob, Georg,Longo, Davide Mario,Pichler, Reinhard",,,,,,0
E193,Optimizing Stepwise Animation in Dynamic Set Diagrams,Inproceedings,2019,"Mizuno, Kazuyo,Wu, Hsiang-Yun,Takahashi, Shiego,Igarashi, Takeo",,,"A set diagram represents the membership relation among data elements. It is often visualized as secondary information on top of primary information, such as the spatial positions of elements on maps and charts. Visualizing the temporal evolution of such set diagrams as well as their primary features is quite important; however, conventional approaches have only focused on the temporal behavior of the primary features and do not provide an effective means to highlight notable transitions within the set relationships. This paper presents an approach for generating a stepwise animation between set diagrams by decomposing the entire transition into atomic changes associated with individual data elements. The key idea behind our approach is to optimize the ordering of the atomic changes such that the synthesized animation minimizes unwanted set occlusions by considering their depth ordering and reduces the gaze shift between two consecutive stepwise changes. Experimental results and a user study demonstrate that the proposed approach effectively facilitates the visual identification of the detailed transitions inherent in dynamic set diagrams.",,,0
E193,Analysis of Long Molecular Dynamics Simulations Using Interactive Focus+Context Visualization,Inproceedings,2019,"Byska, Jan,Trautner, Thomas,Marques, Sergio,Damborsky, Jiri,Kozlikova, Barbora,Waldner, Manuela",,,"Analyzing molecular dynamics (MD) simulations is a key aspect to understand protein dynamics and function. With increasing computational power, it is now possible to generate very long and complex simulations, which are cumbersome to explore using traditional 3D animations of protein movements. Guided by requirements derived from multiple focus groups with protein engineering experts, we designed and developed a novel interactive visual analysis approach for long and crowded MD simulations. In this approach, we link a dynamic 3D focus+context visualization with a 2D chart of time series data to guide the detection and navigation towards important spatio-temporal events. The 3D visualization renders elements of interest in more detail and increases the temporal resolution dependent on the time series data or the spatial region of interest. In case studies with different MD simulation data sets and research questions, we found that the proposed visual analysis approach facilitates exploratory analysis to generate, confirm, or reject hypotheses about causalities. Finally, we derived design guidelines for interactive visual analysis of complex MD simulation data.",,,0
E192,Formal Analysis of Responsibility Attribution in a Multimodal Framework,Inproceedings,2019,"Pascucci, Matteo,Glavanicova, Daniela",10.1007/978-3-030-33792-6_3,,,,,0
E192,Ontology-Enriched Data Management with Partially Complete Data,Inproceedings,2019,"Lukumbuzya, Sanja",,,,,,0
E193,Emotion Work in Experience-Centered Design,Inproceedings,2019,"Balaam, Madeline,Rob, Comber,Clarke, Rachel E,Windlin, Charles,Ståhl, Anna,Höök, Kristina,Fitzpatrick, Geraldine",10.1145/3290605.3300832,,"Experience Centered Design (ECD) implores us to develop empathic relationships and understanding of participants, to actively work with our senses and emotions within the design process. However, theories of experience-centered design do little to account for emotion work undertaken by design researchers when doing this. As a consequence, how a design researcher's emotions are experienced, navigated and used as part of an ECD process are rarely published. So, while emotion is clearly a tool that we use, we don't share with one another how, why and when it gets used. This has a limiting effect on how we understand design processes, and opportunities for training. Here, we share some of our experiences of working with ECD. We analyse these using Hochschild's framework of emotion work to show how and where this work occurs. We use our analysis to question current ECD practices and provoke debate.",,,0
E194,Supporting Domain Experts by using Model-Based Equivalence Class Partitioning for Efficient Test Data Generation,Inproceedings,2019,"Meixner, Kristof,Winkler, Dietmar,Biffl, Stefan",10.1109/mie.2019.2949845,,"Production Systems Engineering (PSE)
faces a growing complexity of software, i.a., due to increasing
capabilities of the hardware, requiring efficient approaches for
designing test data and test cases. Apart from this, for longrunning legacy systems where often no tests are available
tests need to be added belatedly during system maintenance.
Equivalence Class Partitioning (ECP) can help to systematically
cluster test input and result data as a foundation for test case
definition. However, different tools and technologies in PSE often
hinder the precise definition and creation of Equivalence Classes
(EC) based on the existing source code. Objective. In this paper,
we present a model-based approach for deriving ECs based on
abstract representations of existing source code and evaluate the
approach in a real-world industry use case. Method. We build
on best-practices from software testing for developing a modelbased approach for deriving ECs as a foundation for test data
and test case generation and on the Abstract Syntax Tree (AST)
to describe the structure of the underlying source code. Results.
First results were promising in the evaluation use case to improve
test activities by systematically deriving test data and test cases
based on ECs. Conclusions. We observed additional benefits, such
as increased test coverage and capabilities for testing error cases.",,,0
E194,Technical Debt Analysis in Parallel Multi-Disciplinary Systems Engineering,Inproceedings,2019,"Biffl, Stefan,Ekaputra, Fajar J.,Lüder, Arndt,Pauly, Johanna-Lisa,Rinker, Felix,Waltersdorfer, Laura,Winkler, Dietmar",10.1109/seaa.2019.00059,,"Similar to advanced software engineering, multidisciplinary systems engineering, such as industrial production
systems engineering (PSE), has to integrate partial results from
workgroups that design in parallel. Due to the heterogeneity
of data sources and the divergence of local data models the
exchanged engineering artefacts between PSE workgroups are
complex, making the automation of the data exchange process
in PSE difficult and prone to technical debt (TD). In this paper,
we report on a case study at a large PSE company to analyze
TD effects, items, and causes in PSE, focusing on the engineering
data exchange process. We identified key use cases and TD types,
i.e., TD in data models and TD in data instances, which have
adverse effects on project effort, cost and duration as well as
data quality.",,,0
E194,DYLEN: Diachronic Dynamics of Lexical Networks.,Inproceedings,2019,"Baumann, Andreas,Neidhardt, Julia,Wissik, Tanja",,,,,,0
E194,Consumer Health Search on the Web: Study of Web Page Understandability and Its Integration in Ranking Algorithms,Article,2019-01-30,"Palotti, Joao,Zuccon, Guido,Hanbury, Allan",10.2196/10986,,Understandability plays a key role in ensuring that people accessing health information are capable of gaining insights that can assist them with their health concerns and choices. The access to unclear or misleading information has been shown to negatively impact the health decisions of the general public.,,pdfs/Consumer_Health_Search_on_the_Web_Study_of_Web_Page_Understandability_and_Its_Integration_in_Ranking_Algorithms.pdf;pdfs/Consumer_Health_Search_on_the_Web_Study_of_Web_Page_Understandability_and_Its_Integration_in_Ranking_Algorithms_2.pdf;pdfs/Consumer_Health_Search_on_the_Web_Study_of_Web_Page_Understandability_and_Its_Integration_in_Ranking_Algorithms_3.pdf;pdfs/Consumer_Health_Search_on_the_Web_Study_of_Web_Page_Understandability_and_Its_Integration_in_Ranking_Algorithms_4.pdf;pdfs/Consumer_Health_Search_on_the_Web_Study_of_Web_Page_Understandability_and_Its_Integration_in_Ranking_Algorithms_5.pdf;pdfs/Consumer_Health_Search_on_the_Web_Study_of_Web_Page_Understandability_and_Its_Integration_in_Ranking_Algorithms_6.pdf,6
E194,Pathfinder: Fault Tolerance for Stream Processing Systems,Inproceedings,2019,"Knasmüller, Bernhard,Hochreiner, Christoph,Schulte, Stefan",10.1109/bigdataservice.2019.00011,,"Stream processing systems are able to integrate data from various sources, and to invoke self-hosted and external operators. In case of faults, such systems usually rely on the redundancy of single stream processing operators, while the relationship between the single operators is not taken into account. Hence, there is a lack of approaches towards fault-tolerant distributed stream processing which consider that stream processing applications are often composed of different operators.
Within this paper, we present the Pathfinder framework which overcomes this shortcoming by enabling functional redundancy at the level of stream processing operator paths. During system runtime, Pathfinder reacts to operator failures in the main path by switching to a fault-free path with a similar functionality. To restore the main path once a failed operator has recovered, Pathfinder uses the circuit breaker pattern.",,,0
E191,TOOLympics 2019: An Overview of Competitions in Formal Methods,Inproceedings,2019,"Bartocci, Ezio,Beyer, Dirk,Black, Paul",10.1007/978-3-030-17502-3_1,None,,,,0
E191,Life Guard: A Reinforcement Learning-Based Task Mapping Strategy for Performance-Centric Aging Managemen,Inproceedings,2019,"Rathore, Vijeta,Chaturvedi, Vivek,Singh, Amit K.,Srikanthan, Thambipillai,Shafique, Muhammad",10.1145/3316781.3317849,,,,,0
E193,Reproducibility of Functional Connectivity Estimates in Motion Corrected Fetal fMRI,Inproceedings,2019,"Sobotka, Daniel,Licandro, Roxane,Ebner, Michael,Ourselin, Sebastian,Kasprian, Gregor,Prayer, Daniela,Langs, Georg",10.1007/978-3-030-32875-7_14,,,,,0
